major_axis_length,area,is_cammeo
-1.622248853,-1.222446916,0
-0.4779104092,-0.7046584595,0
1.052092748,0.7719333697,1
0.1167482109,0.4111554599,1
0.4431711084,0.3938381203,1
-0.421203755,-0.5707376994,0
-0.1505133238,-0.5822825925,0
0.5893876135,0.5947192604,1
0.1758789663,0.776551327,1
-0.3825090826,-0.02466425511,0
1.012907484,1.072100591,1
-0.5029926862,-0.8224163693,0
-1.609065835,-1.134705728,0
-0.1591594598,0.1698671938,0
0.6685714229,0.7118999255,1
1.027199362,0.5040918495,1
0.2107582153,0.03710092304,1
-0.441062671,0.1340780252,0
-0.8147301824,-0.05410373255,0
-0.2929756202,-0.2711477231,0
-1.293427215,-1.171649386,0
-0.4530126507,-0.5055090533,0
-1.00681572,-0.5205174143,0
-0.1388632961,0.4007650561,0
0.5942253221,0.3863339397,1
-1.160889567,-1.242073234,0
1.236139925,0.5681660063,1
0.6394061268,1.071523346,1
-0.1672520403,-0.2128460129,0
-1.291817269,-0.4443211198,0
-0.7769178759,-1.042346583,0
1.623575491,1.044392847,1
0.1980771575,-0.7340979369,1
0.204348164,-0.2624890533,0
1.156357086,2.146352895,1
-1.406044732,-1.415823875,0
0.6463146405,1.128093322,1
-0.7998550157,-1.228796607,0
-0.6098044287,-0.6209579844,0
1.19445885,1.23199736,1
1.037814862,0.9451067664,1
-1.493672669,-1.222446916,0
-0.4385616142,-0.0991288157,0
0.3453955268,0.5814426333,1
-0.8814926591,-0.8887995047,0
-0.5364744915,-0.6059496234,0
2.586860157,1.993960306,1
1.090685105,0.6963143198,1
-1.245430535,-1.053891476,0
0.7788216813,0.932407384,1
-1.178916415,-1.360408388,0
1.143148707,1.424219831,1
0.1695939679,0.7840555075,0
-1.040883437,-1.682510906,0
-0.8046105217,-0.6480884832,0
-1.655414965,-1.335009624,0
-1.702224081,-1.374839505,0
-0.2943783109,-1.948620692,0
-0.8570172819,-1.859147771,0
-0.1859846062,0.6264677165,0
-0.5980232267,-0.6053723787,0
-0.5646568547,-1.397929291,0
0.4544966983,0.6489802581,1
0.5953857775,1.281063156,1
0.6727838672,0.1860300442,1
-0.29853916,-1.100648293,1
-1.03667624,-1.00598017,0
-0.09002797509,-0.4529797896,0
1.147768666,0.5064008281,1
-1.225934534,-1.085639932,0
-1.248817455,-0.7589194571,0
1.202607398,1.066905389,1
0.148847439,0.02382429596,1
-1.177274987,-0.9609550866,0
1.98196207,2.259492847,1
-0.4527266907,-0.002728958199,0
-0.05816311175,-0.346766773,0
-0.4323194661,0.01401113682,0
-0.5877846345,-0.978849671,0
-0.6200290289,-0.2232364167,0
0.2076598781,0.4151961725,1
-1.761012908,-1.917449481,0
-0.6051634816,-0.8489696234,0
-0.6464457859,-0.8524330914,0
1.363689451,0.6945825859,1
-0.5473715787,-0.2809608822,0
1.03157009,1.002253987,1
-0.537806348,-0.7444883407,0
0.9455897028,1.692638596,1
0.9273258664,1.012067146,1
-0.6224373892,-0.4656791721,0
1.306045338,0.7909824434,1
1.009406005,0.667452087,1
-0.860712025,-0.9909718087,0
1.500315365,1.255087147,1
-0.6722049223,-0.7670008823,0
0.8391487464,0.6940053412,1
-0.4800022022,0.4151961725,0
-1.594067364,-1.443531619,0
-1.456198792,-1.139323685,0
-0.4759550375,0.001888999046,0
-1.05911142,-0.1066329962,0
-1.170200319,-1.051005253,0
-1.237252254,-1.197048151,0
-1.077988277,-0.977117937,0
-0.2747651281,-0.3744745165,0
0.4001109549,-0.0431360841,1
-0.8334461329,-1.279594137,0
0.1319740503,-0.2451717136,1
-0.7641318787,-0.4079547065,0
-1.03957082,-1.103534517,0
-1.320632767,-1.3321234,0
1.205076099,0.9168217783,1
-0.7598722116,-0.5476479132,0
1.342174241,1.429415033,1
0.6259082904,-0.002728958199,1
0.9301688509,0.5849061013,1
0.7289072329,0.3488130371,1
0.5665825225,0.4752296167,1
0.8722510207,0.2114288091,1
-1.225839214,-1.042346583,0
0.4918533927,-0.9863538515,1
-1.30994206,-1.026760977,0
-0.9811143005,-0.04890853065,0
-0.05280070597,-0.7606511911,0
-0.614218007,-0.2486351815,0
-0.4055126841,0.1150289516,0
0.9266131526,0.3332274314,1
-0.2973236114,-0.5170539464,0
-1.408148768,-1.635754089,0
-0.7474867332,-1.758707201,0
-1.548994997,-1.803155039,0
1.948764476,2.315485579,1
1.818939512,1.253932657,1
-0.6392871665,-0.6209579844,0
0.01141174216,-0.3138638276,0
-0.5866958878,-0.291351286,0
1.680132607,1.434610234,1
-1.253022904,-0.9332473432,0
0.4412279796,0.9653103294,1
-1.521551582,-1.310188103,0
0.1147666043,0.02382429596,1
1.252660017,1.460586244,1
1.330497104,1.007449189,1
-0.2659729513,-0.5262898609,0
1.179286355,0.8527476215,1
-0.176044217,-0.4622157041,0
0.5881773119,-0.04024986082,1
-0.7671296489,-1.207438555,0
1.065205807,1.040352135,1
-1.017652467,-0.4270037801,0
0.8690101407,1.307039166,0
0.5510637272,0.6305084291,1
-1.513466872,-1.883392046,0
1.114785324,1.530432847,1
1.026814584,0.9635785954,1
1.908301574,0.5675887616,1
-0.8844432066,-1.124892569,0
-1.178679426,-0.4806875331,0
-0.1014620024,0.04460510357,1
-1.270120163,-0.8599372719,0
1.073647311,0.9612696168,1
1.707693204,1.68455717,1
1.098716471,0.9820504244,1
0.5800270148,0.2143150323,1
0.7869623589,0.2506814456,1
-0.5071255514,-0.574778412,0
0.540745556,0.3413088566,0
-0.7885687781,-0.4483618324,0
0.7186835072,0.7020867664,1
-0.4887471561,0.03825541235,0
1.232258039,1.272981731,1
-1.710380499,-1.41640112,0
-1.226526568,-1.549744635,0
-1.297215529,-1.284789338,0
1.333593692,1.017839593,1
-0.4731435347,-0.1862927587,0
-1.038865977,-0.8570510486,0
1.514413105,1.698988287,1
-0.5271453746,-0.9667275332,0
0.4157233213,-0.4194995996,1
1.099120487,-0.06449413636,1
-1.148447246,-1.160681737,0
0.4715755934,0.6801514695,1
-1.938594065,-1.630558887,0
0.09517878191,-0.01081038338,0
-0.7199086463,-0.9459467256,0
0.705138448,1.308193655,1
0.1586050587,0.1375414931,0
-1.137801139,-0.6555926638,0
1.238370762,1.282217645,1
-0.3536988317,0.5641252937,0
-0.3338941344,-1.230528341,0
-1.057015254,-0.2584483407,0
-2.11775631,-1.972287723,0
-1.325006992,-1.243804968,0
-1.1825377,-0.8351157517,0
-0.5056327878,0.2806981677,0
-0.03428676388,-0.749106298,0
-0.6539979281,-0.4604839702,0
-0.6475292857,-0.3000099559,0
-0.9623520017,-1.278439647,0
1.53209103,2.073042824,1
0.1233147969,-0.2469034476,1
-0.7381313815,-0.3496529963,0
0.2239753387,-0.5107042552,1
-1.025075184,-1.235723543,0
-0.6727987047,-1.269203733,0
0.9324198021,0.4729206381,1
0.6214667282,1.169077693,1
-0.2761608227,0.4498308519,0
-0.8883810594,-1.144518887,0
1.045542778,0.8995044386,1
-0.01225997378,-0.1464628775,1
-1.121583622,-1.037728626,0
-0.4335253952,-0.3329129012,0
0.228291848,0.5266043911,0
0.5774936016,0.4302045336,1
-0.0547324663,-0.1441538988,0
-0.826680162,-0.9828903835,0
-0.2522967178,0.1329235359,0
1.058811497,0.9653103294,1
1.363913322,0.3470813031,1
-0.4481495818,-0.2711477231,0
-0.5277802583,-0.7479518087,0
0.8140236191,0.9399115645,1
0.04529931336,1.14887413,0
-0.8580929113,0.216624011,0
-0.319441349,0.03017398717,0
1.303984152,1.24065603,1
-1.409763961,-2.225120883,0
0.2633967168,-0.03159119098,0
-0.9369811412,-0.8980354192,0
0.2138364391,-0.2445944689,1
0.3508934794,0.2206647235,1
1.997939101,2.24621622,1
1.279637326,1.694370329,1
1.942593162,1.926999926,1
1.355526036,0.7788603056,1
-0.3892042194,-0.3259859654,0
-0.7034847483,-0.8455061555,0
2.184508322,1.869852705,1
1.019909569,0.9589606382,1
-0.6228895033,-0.4679881507,0
1.354543978,1.032270709,1
1.299054621,1.499261636,1
0.4207385524,0.4994738922,1
0.01815934866,-0.5436072006,0
-0.1546138328,-0.941906013,0
-1.290938401,-1.694633044,0
0.8949809051,0.8227308994,1
0.8834410638,1.271827242,1
-0.1316137293,-0.8241481032,0
0.09262962782,-0.1984148965,1
-1.467727265,-1.386961643,0
-0.7415655249,-0.4778013098,0
-0.9610717404,-1.771983828,0
1.570133329,0.4486763625,1
0.5803794364,0.6616796405,1
0.8080586859,0.6714927996,1
-1.276435769,-1.246113947,0
-0.7331213973,-0.5453389345,0
-0.1011366901,-0.5978681982,0
-0.7336906938,-1.871269909,0
-0.4743861927,-1.183771524,0
1.763775468,1.798274368,1
-1.000129328,-0.7242847778,0
1.684833894,1.396512087,1
0.7605595939,1.314543346,1
1.808237438,2.479423061,1
1.384763915,1.416138405,1
0.423278087,-0.4056457279,1
0.6944048915,0.6097276215,1
-1.018806801,-0.3871738989,0
-0.910502295,-0.7335206923,0
0.2930010095,0.6016461963,0
1.537303897,1.296071517,1
-0.3864792917,-0.2769201696,0
-0.5017010565,-0.396987058,0
0.3764707208,0.1340780252,0
-0.5821703741,0.2910885715,0
-1.504972899,-2.790820645,0
0.6516639288,1.147142396,1
1.307719996,2.273346719,1
-0.801603132,-0.9211252054,0
-1.599409657,-1.085062688,0
-0.3523678497,0.1929569801,0
0.7767762365,0.9150900443,1
-0.1676508102,0.1386959824,0
0.8893526527,0.7222903293,1
-0.7048052363,-0.6861866305,0
-0.1426105089,-0.1793658228,0
-0.6605592671,-1.035419647,0
0.6915356721,-0.7450655854,1
-0.3679732201,-0.4864599797,0
0.6237587807,0.009970424226,1
0.3306541579,0.4330907568,1
-0.880182665,-0.573046678,0
-0.7046801835,-0.3317584119,0
-0.3772577378,-0.4298900034,0
0.3742363851,0.4919697117,1
0.05273252425,-0.02639598908,0
0.9199459997,1.02245755,1
-0.5686900275,-0.5938274856,0
-1.439173241,-1.694055799,0
-1.0571954,-0.6850321412,0
-0.4989673839,-0.7404476282,0
-0.5995990674,-0.6694465355,0
-0.7905477612,-1.784105966,0
1.820785572,1.44269166,1
2.022487061,2.165401969,1
-0.9006843352,-0.7710415949,0
-0.3782223062,-0.3611978894,0
-0.8715225371,-0.5147449678,0
-0.5688806675,-0.8743683883,0
1.020879384,1.129825056,1
-0.8250597221,-0.2867333288,0
0.2060779159,0.2264371701,0
0.4933251685,0.3470813031,1
0.8941886123,0.7996411132,1
0.6321355721,-0.1158689107,1
0.04118831049,0.8290805906,0
-0.3053007584,-0.3889056328,0
0.2664242199,0.3326501867,1
1.074906584,0.4896607331,1
-1.507410992,-1.847025633,0
0.8293806328,0.4625302343,1
0.5091963855,0.110988239,1
-0.07901807802,0.1929569801,0
0.4979223908,0.8752601631,1
-1.172500242,-0.9338245878,0
-1.261675161,-1.619591239,0
-0.3078665279,0.3470813031,0
0.2321990934,0.546807954,1
0.6136102616,0.4307817782,1
-1.388577561,-1.153754802,0
-0.8108736577,-0.9534509061,0
-1.072314551,-0.7531470106,0
0.07750697889,-0.1649347064,0
0.2869407564,0.9999450087,1
-1.04141688,-1.593037985,0
0.1417456619,-0.1672436851,0
-0.3955915338,0.2252826808,0
-0.8442234142,-1.314806061,0
-1.423824973,-1.040037604,0
1.15698235,0.5756701868,1
1.472310524,1.571417218,1
0.9987861324,0.513327764,1
-0.6738411032,-0.8587827826,0
-0.2213343337,0.3309184528,0
0.7892963872,0.3568944623,1
-1.012965172,-0.7877816899,0
-0.4895464449,-0.8322295284,0
1.039614574,1.180622586,1
0.5129339788,0.2085425858,1
-1.178951394,-0.8224163693,0
-0.1342074826,-0.02004629787,0
-0.9971429266,-0.8564738039,0
-0.4080233604,-0.04602230737,0
-0.8445985728,-0.6913818324,0
-1.387374255,-1.284212094,0
-0.7754251122,0.03883265701,0
-0.9549983699,-1.186080502,0
-0.1844629842,0.4908152224,0
1.624332804,1.660890139,1
0.344326019,-0.3860194096,1
-0.007681115874,-0.6042178894,0
1.358255336,1.361300163,1
1.847604597,2.252565912,1
0.7005228613,0.5242954124,1
-1.060487001,-1.199934374,0
-0.5881405542,-0.609990336,0
-0.2278659398,-0.1562760366,0
1.215690724,1.750363061,1
-1.038841491,-0.8818725688,0
0.6171239841,0.5756701868,1
0.5841249002,-0.381978697,1
-1.314853226,-1.561866773,0
-1.415252294,-1.237455277,0
-0.5503667254,0.2408682865,0
-0.6120029101,-0.1620484832,0
0.8033504027,0.7269082866,1
-0.4377011107,0.3193735597,0
1.293260215,1.292030804,1
0.3939956086,-0.08642943327,1
0.781059515,0.5589300918,1
-1.297839918,-1.196470906,0
1.064242113,2.215045009,1
-0.2768840304,-0.3525392195,0
1.707598758,0.8683332272,1
-0.6772009146,-1.087371666,0
-0.3772804747,0.01401113682,0
-0.5974294443,-0.9880855854,0
-0.9909375073,-0.9147755142,0
-0.01846976561,-0.8651324738,0
-1.522880815,-1.452190289,0
-0.7772222003,-0.1453083882,0
1.20926843,0.9427977878,1
-0.8021199588,-1.245536702,0
-0.7313514186,-0.008501404756,0
1.574002971,2.439015935,1
0.8971487792,0.7274855312,1
0.6129893698,0.2962837734,1
-0.4832387096,-0.01196487269,0
-0.3797159443,-0.6203807398,0
-0.6082076001,0.1415822057,0
-0.9510570191,-0.6122993146,0
1.387454738,0.7188268614,1
0.8743524331,-0.01254211735,0
-0.951076258,-0.925165918,0
0.0152822588,-0.5037773193,0
0.7456599413,1.623369237,1
-0.1388851585,-0.2186184594,0
0.2614046163,0.2933975502,1
-0.8952091195,-0.9534509061,0
1.183028321,1.558717835,1
-1.027316516,-0.6521291958,0
-0.4839042006,-0.2855788395,0
-1.52446715,-0.9009216424,0
-1.667800444,-1.093721357,0
-0.2750493391,-0.09047014586,0
-0.4322223971,-0.6290394096,0
-0.03352945087,0.05268652875,0
-0.824697681,-0.8045217849,0
-1.496638083,-1.519727913,0
-0.3452599511,-0.5788191246,0
1.488593629,1.756135508,1
-1.319875453,-1.037151381,0
-0.5730966098,-0.3611978894,0
-0.5856473678,-0.2844243502,0
-1.636176941,-1.676161215,0
-0.3156093101,-0.03620914823,0
1.143253647,1.457122776,1
-0.4345800367,-0.1164461554,0
-1.03128585,-1.08044473,1
-0.980259044,-0.3513847302,0
0.2207012279,0.1231103767,0
0.1795754583,-0.2705704784,1
0.9421188306,0.5566211132,1
-0.411795059,-1.00598017,0
0.1900143099,-0.05698995583,0
-1.136812085,-1.035996892,0
-1.176032329,-0.782586488,0
-0.9012090324,-0.9199707161,0
-0.8073074655,0.2177785003,0
1.5355654,1.342828334,1
0.4867437161,0.3592034409,1
1.232627076,1.109044249,1
-1.650880707,-1.79334188,0
0.6015553425,0.3770980252,1
-0.7682839828,-0.6492429726,0
-0.7747701152,-0.6821459179,0
1.901757725,1.681670947,1
-0.9797422172,-0.7739278182,0
-0.3424886752,-1.411783163,0
-0.4436660438,-0.4270037801,0
0.2810938802,0.5491169326,0
-1.129193481,-0.7185123312,0
0.9067472407,0.129460068,1
0.7862207868,1.387853417,1
0.4469419325,0.7257537973,1
-0.9870468772,-0.960377842,0
-0.826314623,0.02324705131,0
-0.990993475,-0.0431360841,0
-0.5375037726,-0.5961364642,0
0.9626423631,0.476384106,1
-1.034934245,-1.758129956,0
-0.1529269311,-0.4495163217,0
0.7972857771,-0.1839837801,1
0.830759712,0.5081325621,1
0.3741576805,0.3407316119,0
-1.50071498,-1.774870051,0
-1.372955575,-1.235146298,0
1.238748544,1.554099878,1
-0.2194051968,0.2085425858,0
-0.8847807618,-1.332700645,0
0.1573763926,0.5410355074,1
1.479460399,1.24065603,1
-1.117022254,-0.504354564,0
-0.7771557386,-0.9165072481,0
1.090198011,0.9260576928,1
-1.071001933,-1.645567248,0
1.709436073,1.348600781,1
-0.9060170081,-0.7912451579,0
1.66625349,1.957593892,1
0.7929570249,1.204866861,1
1.402468075,0.615500068,1
0.6448061359,0.7950231559,1
-0.06346167937,0.4377087141,0
1.047362603,1.651654225,1
-0.006782134604,-0.02408701046,1
-1.439939299,-1.209747533,0
-0.371886587,-0.2942375093,1
0.2620263825,0.1138744622,1
0.6970353736,0.3840249611,1
-0.5201861402,-1.093144113,0
-0.6052142023,-0.08181147603,0
1.025384784,1.277599688,1
-1.331353206,-1.088526156,0
-0.4614978795,-0.2861560841,0
1.463044371,1.609515365,1
1.110809867,1.171386671,1
-0.8759544798,-0.1066329962,0
0.4490284786,0.09482538861,1
-0.3252777313,-0.5343712861,0
0.6495896258,-0.4922324262,1
1.413311818,1.660890139,1
-0.5994530266,-0.4246948015,0
0.02746660319,0.5479624433,0
-0.9752787927,-0.2769201696,0
0.7007493556,-0.4685653953,1
0.7326098464,0.7482663388,1
-0.184686855,0.07635355963,0
1.444777911,0.6836149374,1
-0.9952216602,-0.2584483407,0
-1.221719466,-1.283057604,0
1.277277063,2.733987954,1
0.39335198,0.5277588804,1
1.726709981,1.057669474,1
-1.302494857,-0.7190895759,0
-0.7424330243,-0.1233730912,0
0.5218153541,0.1935342247,0
0.6720352992,0.4631074789,1
1.310987111,1.65973565,1
-0.8684320704,-1.526654849,0
1.181802278,0.3661303768,1
-0.5523675709,-0.7652691483,0
0.3097790782,0.022092562,1
0.8064233795,0.5421899968,1
-0.9616104296,-0.6169172718,0
-0.3542025411,-0.5257126162,0
0.7930593409,0.8856505669,1
-0.2560063273,-0.7254392671,1
-0.5086209386,-0.2445944689,0
1.546932966,1.047856315,1
-0.6573175127,-1.501833329,0
0.5173003343,0.2275916594,1
0.6858706909,-0.1037467729,1
-0.2235406856,-0.03159119098,0
0.9476858683,0.2050791178,1
0.760349715,0.1565905668,1
-0.6414060689,-0.2936602647,0
1.625153081,1.351487004,1
-0.2412282295,-0.7231302885,0
-0.3736189624,-0.5343712861,0
1.194878608,1.477903584,1
1.052000052,0.6968915645,1
1.58007809,1.064019165,1
-0.1185234077,-0.6019089108,1
1.148894142,0.8896912795,1
-1.064992401,-1.311919837,0
-1.515830633,-1.973442213,0
-0.5018191134,0.0428733696,0
0.1517586342,0.1929569801,1
-1.229335447,-1.175112854,0
0.482671191,0.7800147949,1
1.652474941,1.180045341,1
0.4278884268,0.3695938447,0
-0.6800570165,-0.1349179843,0
-1.144364227,-1.218406203,0
1.200355573,0.6570616832,1
-0.9978416484,-1.087948911,0
-0.9704096023,-0.5089725212,0
0.6078044866,0.4452128946,1
-1.055061631,-1.051005253,0
-0.9719233538,-0.6740644928,0
-1.205131163,-1.202243353,0
1.769975641,2.421121351,1
0.2186120584,0.3263004955,0
-0.7279373886,-0.7854727113,0
0.1164333926,0.6582161726,0
1.455201022,0.7586567426,1
0.7302941826,0.2772346998,1
-0.793055814,-0.207650811,0
0.85879516,1.068059878,1
-0.4466576926,0.2489497117,0
0.4975822121,0.7165178828,1
0.146280795,0.1525498542,1
-0.9542349354,-0.452402545,0
1.050636714,0.6853466714,1
0.9943979145,1.094035888,1
1.969842438,1.259705104,1
-0.4505972944,-0.9141982695,0
-0.6062312405,0.09771161189,0
0.1107115692,0.04633683753,0
0.6025339029,0.216624011,1
1.769922296,1.514847242,1
1.468667377,0.9272121821,1
1.798645098,1.244696743,1
0.05209938958,-0.6521291958,1
-1.112319218,-1.338473091,0
1.652231831,2.013009379,1
-1.286465357,-1.1808853,0
-0.5396392904,0.5110187854,0
-0.572773921,-0.6400070581,0
-0.4450075198,-0.1972604072,0
-0.898624024,-0.5990226875,0
-1.077413734,-0.7762367968,0
0.8007592728,0.3222597829,1
-0.5518122663,-0.53610302,0
-1.032710403,-0.6457795046,0
1.71564499,1.531587337,1
0.5301938945,1.382080971,0
-0.7346482663,-0.9182389821,0
-1.565681244,-1.212633756,0
0.09620893749,-0.1170234,0
-0.7252369468,-0.7023494809,0
-0.8231506986,-0.1268365592,0
1.52406666,1.485407764,1
-0.7851346346,-0.7006177469,0
-0.8226854671,-0.8333840177,0
-1.085208111,-0.9782724263,0
-0.9744086697,-0.9101575569,0
0.2417704456,-0.007346915444,1
1.714911289,1.204866861,1
-0.964193689,-0.9713454904,0
1.409320621,1.63491413,1
0.1683994071,0.1658264813,0
0.8442033298,0.2922430609,1
-0.250540731,0.002466243702,0
-0.05473683878,-0.4385486732,0
-0.9063213325,-1.490865681,0
0.9136671228,0.461375745,1
1.197949836,1.22333869,1
-0.06888967231,-1.3321234,0
-0.4505177153,0.6432078115,0
0.4363841496,0.05614999668,1
0.1265320654,-0.2272771293,0
-0.5516198773,-1.191275704,1
-0.4207192846,-0.3854421649,0
1.039094249,0.7182496167,1
0.5944386989,0.7892507094,1
0.4581993118,0.3863339397,1
-0.6257840831,-0.4068002172,0
1.170843977,1.200248904,1
-0.2682676272,-0.2942375093,1
-0.3052377947,-0.5112814999,0
-1.159005903,-1.514532711,0
0.6254351884,0.3286094742,1
0.273338855,0.3274549848,1
0.6375075973,0.9098948424,1
0.7540970729,1.036311422,1
0.9351114989,0.04460510357,1
-0.7684816188,-0.1597395045,0
1.191002845,1.313966101,1
-0.2361788931,-0.1285682931,0
1.079652471,0.9526109469,1
-0.7002246294,-1.066013614,0
1.730806992,1.378040258,1
-0.8949249085,-1.356367676,0
0.9321373401,0.6316629184,1
1.417402707,1.345714557,1
-0.05707786296,0.7297945099,0
1.992839044,2.0701566,1
-1.062100445,-1.373107771,0
-0.7719656084,-0.6977315236,0
-0.3382639879,-0.4177678656,0
0.5801800515,-0.2977009773,0
0.3483897991,-0.2809608822,1
0.4631043565,0.4302045336,1
0.5510007635,0.7592339873,1
0.5370700518,0.4815793079,1
0.884168644,0.7678926571,1
0.741348679,0.531799593,0
-0.7585753349,-0.3894828775,0
-1.338019484,-0.67868245,0
-0.6745922948,-0.4264265355,0
1.949741287,2.384177693,1
2.350743776,2.284314368,1
-1.353387866,-1.067168103,0
-0.9378460171,-0.5863233051,0
-0.4752379512,-0.224390906,0
1.810586332,1.47501736,1
-1.367901866,-1.580915847,0
-0.2494677252,-0.6596333764,0
0.3018482795,-0.504354564,1
-0.5479076444,-0.6475112386,0
-0.4642376736,0.1375414931,0
0.3277403392,-0.5314850628,1
0.9203220327,1.107889759,1
-0.8335606918,-0.1562760366,0
1.217843732,1.386698928,1
-0.9810740737,-0.5187856804,0
0.7718781878,0.5548893792,0
0.6715796871,0.7453801156,1
-0.7554787467,-0.8241481032,0
0.4823406318,0.06711764514,0
1.392603767,0.915667289,1
0.1848827709,-0.08585218862,1
-1.070385414,-0.8968809298,0
-0.7574769687,0.1583223007,0
0.9478528969,1.476749094,1
0.5040167492,-0.5961364642,0
0.5404447295,1.664930852,1
-0.3928762256,-0.2197729487,0
-0.6591618235,-0.07546178481,0
-1.040307145,-1.142209909,0
-0.3458948348,-0.5112814999,0
0.1979870845,1.532741826,1
-1.271970596,-0.3912146115,0
-1.222972618,-1.173958365,0
1.278276611,1.099231089,1
0.6178384468,1.724387052,1
0.4136402733,-0.07603902947,0
0.5615777854,0.3268777402,1
1.897523418,2.262956315,1
0.6421739048,0.3049424433,1
-1.064041825,-1.117965633,0
-1.113308272,-0.869750431,0
1.809146913,1.19967166,1
